Specification,ErpId,TaxRateCd,StorageModeName,,Unit,Name,BasicUnitCd,,SupplierName,Id,SupplierCd,Cd,ConversionNumerator,ConversionDenominator,TargetUnit,BackgroundClassificationId,ShowUnitName,BackgroundClassificationName,TaxRateName,,BasicUnitName,,SupplierId,SalesUnitName,SalesUnitCd
240g*40盒/箱,162095,SL02_SYS,冻货,,40盒/箱,蜀大侠麻辣排骨240g*40,8,,四川煮饭自然馋贸易有限公司,8ea106b4-c74f-4f0f-b7e4-e347a7cff580,208,200200285,1,1,8,2002,箱,猪肉,13%增值税,,盒,,5e30996b-ec2a-4410-a317-c64856a48b2e,40盒/箱,40盒/箱
一体机/含箱体，净化系统，触摸屏开关，接油盒,115501,SL07_SYS,干货,,台,大侠-无烟设备(自净化带龙头),13,,四川群蓉达贸易有限公司,82bc538c-a2b2-4be1-88de-d1ad21d1e304,201,270500026,1,1,13,2705,台,工器炉具,3%增值税,,台,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,台,13
300套/件,149930,SL02_SYS,干货,,300套/件,450ML圆形打包盒300套,14,,四川煮饭自然馋贸易有限公司,8af68af1-9d1f-40ed-b06f-e8e3f45f307b,208,280400601,1,1,14,2804,件,易耗用品,13%增值税,,套,,5e30996b-ec2a-4410-a317-c64856a48b2e,300套/件,300套/件
500ml*12瓶/件,161258,SL07_SYS,干货,,12瓶/件,东古一品鲜500ml*12,11,,四川寒容达贸易有限公司,78a7c86b-4f22-43fa-a250-69cd55f7c72c,207,240500560,1,1,11,2405,件,调味品,3%增值税,,瓶,,da1413ba-0221-4656-bfff-ec7dceaf47cd,12瓶/件,12瓶/件
1kg*10袋/箱,115886,SL02_SYS,干货,,10袋/箱,厨好当川式辣卤1kg*10,4,,四川煮饭自然馋贸易有限公司,777fbf45-f254-4bab-8363-a2c87de4822b,208,221000003,1,1,4,2210,箱,特色料膏,13%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,10袋/箱,10袋/箱
1200*850*750,169730,SL07_SYS,干货,,张,1.5版条桌/胡桃黑/1200*850*750,18,,四川寒容达贸易有限公司,90f36120-3fdb-41f8-af94-d9ba87334fe4,207,260101271,1,1,18,2601,张,定制软装,3%增值税,,张,,da1413ba-0221-4656-bfff-ec7dceaf47cd,张,18
30个/件,161231,SL07_SYS,干货,,个,高脚仿古圆盘（带logo）,6,,四川寒容达贸易有限公司,7d9aed2f-ad7f-45e6-bcf4-012aaf6e73c2,207,280300940,1,1,6,2803,个,餐具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
1kg*15袋/箱,162059,SL63_SYS,冷藏,,袋,猪黄喉1kg,4,,四川煮饭自然馋贸易有限公司,a11344ae-b7ef-48c2-84b8-2b303520486c,208,200500588,1,1,4,2005,袋,水货,9%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,袋,4
1.5kg*10袋,161676,SL02_SYS,冻货,,袋,卤肥肠1.5kg,4,,四川煮饭自然馋贸易有限公司,8f29aff3-7370-4ff0-8854-b582b81bd1b6,208,200301032,1,1,4,2010,袋,腌卤品,13%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,袋,4
4XL,162988,SL07_SYS,干货,,件,2.0黑色服务员上衣女4XL 夏,21,,四川寒容达贸易有限公司,82e53a00-7af3-4576-94c2-e8c14f0532c2,207,280201210,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
43,115317,SL02_SYS,干货,,双,蜀大侠定制款休闲鞋(尺码43),12,,四川君乐天达贸易有限公司,8ba3bd70-e661-4fb5-83ea-ed8866fc50e5,206,280800007,1,1,12,2808,双,IP定制,13%增值税,,双,,2aa441fa-acb0-4636-9c7a-078884c96df3,双,12
100个/件,161226,SL07_SYS,干货,,个,茶杯,6,,四川寒容达贸易有限公司,79a14be8-33f3-449f-90e6-2c65951e9e88,207,280100935,1,1,6,2801,个,餐厨用具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
1.2m,170230,SL07_SYS,干货,,个,大理石圆桌面1.2m,6,,四川寒容达贸易有限公司,77c1937e-27a3-40fc-879c-d1b00de15dff,207,260100177,1,1,6,2601,个,定制软装,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
28*6.6cm,173231,SL02_SYS,干货,,个,帽形碗28*6.6cm(流通版),6,,四川煮饭自然馋贸易有限公司,90ff3043-6378-4d7a-b44e-7a988230c366,208,280301268,1,1,6,2803,个,餐具,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,个,6
3XL,161626,SL07_SYS,干货,,件,小龙坎管理西裤男3XL 冬,21,,四川寒容达贸易有限公司,7daf7362-24e4-4d2a-995f-cab6990d7cae,207,280201157,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
3XL,163029,SL07_SYS,干货,,套,小龙翻大江厨师服夏装3XL（上衣+裤子）,14,,四川寒容达贸易有限公司,a2b47cdb-f7b5-44ee-a371-5690b833ebb7,207,280200522,1,1,14,2802,套,服装服饰,3%增值税,,套,,da1413ba-0221-4656-bfff-ec7dceaf47cd,套,14
40*38*35cm,115562,SL07_SYS,干货,,个,定制304不锈钢分数盒架40cm*38cm*35cm,6,,四川群蓉达贸易有限公司,8ff1c5b9-cbf6-4abd-b5af-0acef18d4697,201,280100166,1,1,6,2801,个,餐厨用具,3%增值税,,个,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,个,6
长60cm,115414,SL07_SYS,干货,,张,蜀大侠菜架(最新款),18,,四川群蓉达贸易有限公司,8328705f-89a2-4967-a3bf-3633e7a02535,201,260100085,1,1,18,2601,张,定制软装,3%增值税,,张,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,张,18
500g*20袋/件,162008,SL63_SYS,冻货,,袋,桂宏远虾滑500g,4,,四川煮饭自然馋贸易有限公司,8ba7104e-11c3-454d-ad94-1e1781726829,208,200600618,1,1,4,2006,袋,丸滑,9%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,袋,4
900个/箱,114702,SL07_SYS,干货,,900个/箱,吃城都大号无纺布袋-900个,6,,四川寒容达贸易有限公司,79cd275a-2768-499d-b861-66164383b351,207,280400034,1,1,6,2804,箱,易耗用品,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,900个/箱,900个/箱
"宽150cm,高110cm",149982,SL07_SYS,干货,,个,迎宾台150cm*110cm,6,,四川寒容达贸易有限公司,78dd5c0b-19d5-41ed-8993-912267823c5f,207,260100551,1,1,6,2601,个,定制软装,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
2.5kg*4包/箱,114042,SL07_SYS,冻货,,4包/箱,带皮巴沙鱼2.5kg*4(深圳),2,,四川寒容达贸易有限公司,91222fa8-1208-437b-9b2b-4013c9ac39b1,207,200700008,1,1,2,2007,箱,江河湖海,3%增值税,,包,,da1413ba-0221-4656-bfff-ec7dceaf47cd,4包/箱,4包/箱
150g*50袋/箱,115614,SL63_SYS,冻货,,50袋/箱,藤椒牛舌150g*50,4,,四川煮饭自然馋贸易有限公司,7e260b2b-c8dd-4bdb-b114-c78ed0c1293b,208,200100022,1,1,4,2001,箱,牛肉,9%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,50袋/箱,50袋/箱
1,114629,SL07_SYS,干货,,套,铁板+木板,14,,四川寒容达贸易有限公司,a2bdb849-5646-432c-a797-b69a2eb421d8,207,280300165,1,1,14,2803,套,餐具,3%增值税,,套,,da1413ba-0221-4656-bfff-ec7dceaf47cd,套,14
2XL,149853,SL07_SYS,干货,,件,2.0灰色服务员上衣男2XL 冬,21,,四川寒容达贸易有限公司,90225bfe-7c27-4bed-869d-1fafee2c3694,207,280200320,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
M,114443,SL07_SYS,干货,,套,蜀大侠厨师长工作服(夏装)(含围裙工作服)M,14,,四川寒容达贸易有限公司,83e0a72b-2019-4ff6-8881-2a385f467e7e,207,280200122,1,1,14,2802,套,服装服饰,3%增值税,,套,,da1413ba-0221-4656-bfff-ec7dceaf47cd,套,14
XL,161159,SL07_SYS,干货,,条,小龙坎服务员裤子 女 XL,15,,四川寒容达贸易有限公司,8c11b39f-3e4f-4f61-8855-9711d27bba26,207,280201053,1,1,15,2802,条,服装服饰,3%增值税,,条,,da1413ba-0221-4656-bfff-ec7dceaf47cd,条,15
10kg/箱(20条）,113980,SL07_SYS,冻货,,10千克/箱,精品大肠头10kg(深圳),23,,四川寒容达贸易有限公司,7a6baab2-9f63-4561-82e5-6b67ae04cd20,207,200200006,1,1,23,2002,箱,猪肉,3%增值税,,千克,,da1413ba-0221-4656-bfff-ec7dceaf47cd,10千克/箱,10千克/箱
10*100,114974,SL07_SYS,干货,,盒,回形针(统采),8,,四川寒容达贸易有限公司,78de1716-f723-4128-aa47-3fd37547e258,207,280600032,1,1,8,2806,盒,办公用品,3%增值税,,盒,,da1413ba-0221-4656-bfff-ec7dceaf47cd,盒,8
 ,161655,SL02_SYS,干货,,个,小龙翻大江电磁炉,6,,四川煮饭自然馋贸易有限公司,9197991f-2635-44a4-bac1-34aaf9b6e9f9,208,270501074,1,1,6,2705,个,工器炉具,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,个,6
13.7*10.2*10.6*3.0cm(160个/箱),115929,SL02_SYS,干货,,个,贵妃牛肉餐具-单柄碗,6,,四川煮饭自然馋贸易有限公司,7e65483d-f39c-4c96-8a34-8bb3ce45818a,208,280300102,1,1,6,2803,个,餐具,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,个,6
XL,149989,SL07_SYS,干货,,件,minihoogo黑色短袖T恤XL,21,,四川寒容达贸易有限公司,a326856f-b922-4224-8bd4-3f5826cc3e83,207,280200214,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
 ,161487,SL04_SYS,干货,,批,电脑(亿禾云直通),20,,四川群蓉达贸易有限公司,84356411-f5f8-44ee-9593-98dfb813f1ab,201,290100105,1,1,20,2901,批,直通商品（专用）,零税率的增值税,,批,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,批,20
500g*20袋/箱,115726,SL02_SYS,冻货,,20袋/箱,黑虎虾滑(500g*20),4,,四川煮饭自然馋贸易有限公司,8d30e15b-7825-45ef-9313-8f01f38e66b8,208,200600017,1,1,4,2006,箱,丸滑,13%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,20袋/箱,20袋/箱
36cm,115511,SL07_SYS,干货,,口,镀金龙头鸳鸯锅36cm,10,,四川群蓉达贸易有限公司,7d89f9ed-7364-449f-bb7c-696627905080,201,270500036,1,1,10,2705,口,工器炉具,3%增值税,,口,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,口,10
1kg,161262,SL07_SYS,干货,,千克,大酒米1kg,23,,四川寒容达贸易有限公司,78e8866a-11a8-4cc4-9f2d-3e6bf72c96c9,207,240600567,1,1,23,2406,千克,干杂,3%增值税,,千克,,da1413ba-0221-4656-bfff-ec7dceaf47cd,千克,23
5kg*2桶/件,152271,SL02_SYS,干货,,2桶/件,浓香鸡油5kg*2,16,,四川煮饭自然馋贸易有限公司,921efc5c-630c-496a-b026-961e6ff74991,208,240400250,1,1,16,2404,件,米面粮油,13%增值税,,桶,,5e30996b-ec2a-4410-a317-c64856a48b2e,2桶/件,2桶/件
 ,166309,SL02_SYS,干货,,个,方形密胺小碗2.0(迭代版),6,,四川煮饭自然馋贸易有限公司,7ea62f2a-a314-46a7-9d09-48e30c87fc88,208,280300305,1,1,6,2803,个,餐具,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,个,6
7cm*13cm,114663,SL07_SYS,干货,,个,牛肝菌陶瓷餐具7cm*13cm,6,,四川寒容达贸易有限公司,a384179c-1abd-4318-822a-474c3f235b3c,207,280300232,1,1,6,2803,个,餐具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
1kg*10袋/箱,115807,SL63_SYS,干货,,10袋/箱,笋胡子清水笋片1kg*10,4,,四川煮饭自然馋贸易有限公司,90c3c400-5a7f-4b94-bec8-ce04071d9a4c,208,200900031,1,1,4,2009,箱,素菜,9%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,10袋/箱,10袋/箱
M,150079,SL07_SYS,干货,,件,小龙坎迎宾服M,21,,四川寒容达贸易有限公司,84cb52c6-c39f-45cf-9458-7734fac64db3,207,280200479,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
3.575kg*7条/箱,115668,SL63_SYS,冻货,,7条/箱,呼伦牧场肥牛3.575kg*7(深圳),15,,四川煮饭自然馋贸易有限公司,8d5adb01-76da-4873-b290-9f3fd406b4d0,208,200400009,1,1,15,2004,箱,刨品,9%增值税,,条,,5e30996b-ec2a-4410-a317-c64856a48b2e,7条/箱,7条/箱
L,114340,SL07_SYS,干货,,件,2021年女士服务员夏装短袖L(上衣+裤子),21,,四川寒容达贸易有限公司,7e3d626c-7f2f-4520-995b-eaeb6c110554,207,280200020,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
L,150054,SL07_SYS,干货,,件,小龙坎男服务员冬服L,21,,四川寒容达贸易有限公司,78ebbdb0-f839-4a2a-8bb2-9dbf48979ef8,207,280200440,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
120*120cm,115427,SL07_SYS,干货,,张,蜀大侠雕花火锅桌(不推荐),18,,四川群蓉达贸易有限公司,9297d913-08aa-4aa6-bc09-cf1069fad9d5,201,260100093,1,1,18,2601,张,定制软装,3%增值税,,张,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,张,18
1.5kg*6袋/件,162006,SL63_SYS,冻货,,6袋/件,厨仁麻辣嫩牛肉1.5kg*6（大片）,4,,四川煮饭自然馋贸易有限公司,7f3fe33f-e4df-4537-af44-4a3a5b69d940,208,200100667,1,1,4,2001,件,牛肉,9%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,6袋/件,6袋/件
150扎/箱,114726,SL07_SYS,干货,,150扎/箱,打包袋20cm*24cm-150扎(统采),17,,四川寒容达贸易有限公司,a43117e1-e0c5-4d86-9b33-96af77a313e4,207,280400059,1,1,17,2804,箱,易耗用品,3%增值税,,扎,,da1413ba-0221-4656-bfff-ec7dceaf47cd,150扎/箱,150扎/箱
80*53.5cm,161527,SL02_SYS,干货,,个,过道灯80cm*53.5cm,6,,四川煮饭自然馋贸易有限公司,90ffed1e-63dc-45bf-81ca-ad05d02b5321,208,260100276,1,1,6,2601,个,定制软装,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,个,6
恒丰5065,161718,SL02_SYS,干货,,个,恒丰5065储物箱,6,,四川煮饭自然馋贸易有限公司,84e776c1-3b80-49c8-86eb-e73e3879b429,208,280100993,1,1,6,2801,个,餐厨用具,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,个,6
红色,161169,SL07_SYS,干货,,件,2.0小龙坎饮水机布套（红色）,21,,四川寒容达贸易有限公司,8dbc3bbc-0f88-4bfd-8f6f-0653e221c0c7,207,280201085,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
1kg*10袋/箱,115880,SL02_SYS,冻货,,10袋/箱,夫妻肺片1kg*10,4,,四川煮饭自然馋贸易有限公司,7e5eef51-8a1a-40fa-8410-5edba25b970d,208,201100069,1,1,4,2011,箱,小吃,13%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,10袋/箱,10袋/箱
型号328（3000W）、无烟火锅专用电磁炉,115482,SL07_SYS,干货,,台,吃城都电磁炉,13,,四川群蓉达贸易有限公司,7903adc2-bf4e-483d-8265-78479736c9a0,201,270500005,1,1,13,2705,台,工器炉具,3%增值税,,台,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,台,13
150g/袋,115829,SL63_SYS,冻货,,袋,卤肥肠(样品),4,,四川煮饭自然馋贸易有限公司,92c0c388-1f63-4d64-81cd-eeece3a54bdc,208,201000006,1,1,4,2010,袋,腌卤品,9%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,袋,4
 ,115326,SL02_SYS,干货,,瓶,苏打气(换气),11,,四川君乐天达贸易有限公司,7f9d3c7b-04f8-4606-8de6-fd79889845d5,206,280400166,1,1,11,2804,瓶,易耗用品,13%增值税,,瓶,,2aa441fa-acb0-4636-9c7a-078884c96df3,瓶,11
1.5kg/件,114144,SL07_SYS,干货,,1.5千克/件,枸杞1.5kg,23,,四川寒容达贸易有限公司,a43b7858-a1c6-456a-ad3e-9878faabacb8,207,240300007,1,1,23,2403,件,香辛料,3%增值税,,千克,,da1413ba-0221-4656-bfff-ec7dceaf47cd,1.5千克/件,1.5千克/件
常规,115487,SL07_SYS,干货,,张,醉码头椅子,18,,四川群蓉达贸易有限公司,914d7ffe-4518-45f1-acad-19c1066b4aff,201,260100144,1,1,18,2601,张,定制软装,3%增值税,,张,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,张,18
 ,173588,SL07_SYS,干货,,批,风幕机(蜀大侠银泰店直通),20,,四川群蓉达贸易有限公司,85e1f933-08bd-4c33-be8a-3196acb844f0,201,290100040,1,1,20,2901,批,直通商品（专用）,3%增值税,,批,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,批,20
24.5*5.5cm(24个/箱),115908,SL02_SYS,干货,,24个/箱,11寸圆碗(9.5青花)-密胺,6,,四川煮饭自然馋贸易有限公司,8df9872d-6381-4a74-a148-902e22bafc5e,208,280300003,1,1,6,2803,箱,餐具,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,24个/箱,24个/箱
150g*30袋/箱,115731,SL02_SYS,冻货,,30袋/箱,美好香菜猪肉丸150g*30,4,,四川煮饭自然馋贸易有限公司,7ed14677-05a4-4098-9798-56fadb361afa,208,200600025,1,1,4,2006,箱,丸滑,13%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,30袋/箱,30袋/箱
L,114435,SL07_SYS,干货,,套,蜀大侠保洁服(夏装) L,14,,四川寒容达贸易有限公司,795288e8-aacf-4114-b1b7-b5065e2076eb,207,280200114,1,1,14,2802,套,服装服饰,3%增值税,,套,,da1413ba-0221-4656-bfff-ec7dceaf47cd,套,14
100粒/瓶,161826,SL02_SYS,干货,,瓶,消毒片100粒,11,,四川煮饭自然馋贸易有限公司,93c82c32-2bc5-4182-b4a6-62b897730722,208,280400847,1,1,11,2804,瓶,易耗用品,13%增值税,,瓶,,5e30996b-ec2a-4410-a317-c64856a48b2e,瓶,11
M,114365,SL07_SYS,干货,,套,宝蓝色西装两件套-女M,14,,四川寒容达贸易有限公司,80027540-1447-4dc7-b9a3-39864bcdfbf6,207,280200045,1,1,14,2802,套,服装服饰,3%增值税,,套,,da1413ba-0221-4656-bfff-ec7dceaf47cd,套,14
L,170162,SL07_SYS,干货,,件,蜀大侠定制深蓝色polo衫L,21,,四川寒容达贸易有限公司,a49691cf-32c1-4997-b51a-e34536bb803e,207,280200549,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
2kg*5袋/箱,115658,SL63_SYS,冻货,,5袋/箱,麻辣鸡郡肝粒2kg*5,4,,四川煮饭自然馋贸易有限公司,91654163-228f-495f-8391-5b2181d74fe4,208,200300050,1,1,4,2003,箱,禽肉,9%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,5袋/箱,5袋/箱
5kg*4袋/箱,113999,SL07_SYS,冻货,,4袋/箱,冷冻凤爪(大凤爪)5kg*4(深圳),4,,四川寒容达贸易有限公司,8669d932-98c4-4ce4-a8fe-7c0e08997913,207,200300010,1,1,4,2003,箱,禽肉,3%增值税,,袋,,da1413ba-0221-4656-bfff-ec7dceaf47cd,4袋/箱,4袋/箱
65*30cm,161523,SL02_SYS,干货,,个,方桌灯65cm*30cm,6,,四川煮饭自然馋贸易有限公司,8dfc18f2-1777-443a-8b90-c561c8ff1248,208,260100272,1,1,6,2601,个,定制软装,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,个,6
 ,173587,SL07_SYS,干货,,批,水雾扇(蜀大侠468店直通),20,,四川群蓉达贸易有限公司,7f50379b-3daa-434d-b9b9-5b4e908e21c1,201,290100039,1,1,20,2901,批,直通商品（专用）,3%增值税,,批,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,批,20
20个/箱,114609,SL07_SYS,干货,,20个/箱,九宫格竹盒,6,,四川寒容达贸易有限公司,79674552-63f1-4f9a-a917-1521c537507d,207,280300115,1,1,6,2803,箱,餐具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,20个/箱,20个/箱
110*110cm,115434,SL07_SYS,干货,,张,蜀大侠火锅桌1100(最新款),18,,四川群蓉达贸易有限公司,946726b3-70dc-4901-af58-2265c36ac9c0,201,260100104,1,1,18,2601,张,定制软装,3%增值税,,张,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,张,18
XXL,114522,SL07_SYS,干货,,套,侠客风格-前厅女服务员三件套-冬装XXL,14,,四川寒容达贸易有限公司,80b98a0f-a23b-408c-8a0d-c098c3e46650,207,280200201,1,1,14,2802,套,服装服饰,3%增值税,,套,,da1413ba-0221-4656-bfff-ec7dceaf47cd,套,14
25*25.2*5.8cm(5个*4盒/箱),115964,SL02_SYS,干货,,个,通用雕刻底盘(3.0),6,,四川煮饭自然馋贸易有限公司,a4efd6f7-2f30-4965-8cb2-a33c6b83add8,208,280300166,1,1,6,2803,个,餐具,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,个,6
41,114424,SL07_SYS,干货,,双,胶水鞋41码(统采),12,,四川寒容达贸易有限公司,916eec6f-019b-4561-921b-6b309a86a436,207,280200104,1,1,12,2802,双,服装服饰,3%增值税,,双,,da1413ba-0221-4656-bfff-ec7dceaf47cd,双,12
XL,114407,SL07_SYS,干货,,件,吃城都前厅黑色工作裤XXL,21,,四川寒容达贸易有限公司,86a9519a-94da-4aab-a155-397aca34bc88,207,280200087,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
350g*60袋/箱,114137,SL07_SYS,干货,,60袋/箱,吃城都鲜青花椒350g*60,4,,四川寒容达贸易有限公司,8e939f37-a566-4418-8afc-15f3e27c0ad2,207,240300002,1,1,4,2403,箱,香辛料,3%增值税,,袋,,da1413ba-0221-4656-bfff-ec7dceaf47cd,60袋/箱,60袋/箱
长15cm，重量20g,114253,SL07_SYS,干货,,个,带齿冰夹(统采),6,,四川寒容达贸易有限公司,801c9d00-fba8-461b-bfe1-c7f8153ecb19,207,280100086,1,1,6,2801,个,餐厨用具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
100枚/盒,161919,SL02_SYS,干货,,盒,得力回形针100枚,8,,四川煮饭自然馋贸易有限公司,7a1e96d0-686e-4a67-8ae6-e77ecf4750ff,208,280600740,1,1,8,2806,盒,办公用品,13%增值税,,盒,,5e30996b-ec2a-4410-a317-c64856a48b2e,盒,8
2.5kg/袋,113987,SL07_SYS,冻货,,袋,牛黄喉(样品),4,,四川寒容达贸易有限公司,9491a4ff-5480-4eaf-8a70-149c9edbd7c7,207,200100038,1,1,4,2001,袋,牛肉,3%增值税,,袋,,da1413ba-0221-4656-bfff-ec7dceaf47cd,袋,4
2XL,170309,SL07_SYS,干货,,件,小龙坎黑色polo衫-2XL,21,,四川寒容达贸易有限公司,813d1179-6f70-4ad8-ac70-c38d181bd2bf,207,280201289,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
2.5kg*4包/箱,114063,SL07_SYS,干货,,4包/箱,脆皮肠2.5kg*4(深圳),2,,四川寒容达贸易有限公司,a5e42fa7-6ea5-4101-b8b8-82c8bc83ea42,207,200800001,1,1,2,2008,箱,方便食品,3%增值税,,包,,da1413ba-0221-4656-bfff-ec7dceaf47cd,4包/箱,4包/箱
33*18cm,114635,SL07_SYS,干货,,个,长方形盘,6,,四川寒容达贸易有限公司,918adb4d-8592-41ca-813c-8eb32e5bfbb7,207,280300195,1,1,6,2803,个,餐具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
3.5kg/箱,114067,SL07_SYS,冻货,,3.5千克/箱,鱿鱼须3.5kg/件(深圳),23,,四川寒容达贸易有限公司,87461cf4-42eb-468e-8880-5cf5de08e5a0,207,200700031,1,1,23,2007,箱,江河湖海,3%增值税,,千克,,da1413ba-0221-4656-bfff-ec7dceaf47cd,3.5千克/箱,3.5千克/箱
300g*34袋/箱,115089,SL02_SYS,干货,,34袋/箱,蜀大侠番茄汤膏300g*34,4,,四川君乐天达贸易有限公司,8f66fd21-9b15-41dd-9dbb-582f12b7ed65,206,220400005,1,1,4,2204,箱,番茄汤膏,13%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,34袋/箱,34袋/箱
1000个/箱,164890,SL07_SYS,干货,,1000个/箱,火锅菜圆形小料盒1000个,6,,四川寒容达贸易有限公司,804e6c5d-623d-4b20-9488-1e8e2a832a97,207,280400271,1,1,6,2804,箱,易耗用品,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,1000个/箱,1000个/箱
2kg（96-100只/袋）*6袋/箱,115648,SL63_SYS,冻货,,6袋/箱,泉润脱骨鸭掌2kg*6,4,,四川煮饭自然馋贸易有限公司,7a5eda4e-adcb-4f12-ae4e-104842c57c32,208,200300017,1,1,4,2003,箱,禽肉,9%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,6袋/箱,6袋/箱
18.1*3.9cm(6个*12盒/箱),115953,SL02_SYS,干货,,个,冒大仙螺纹盘,6,,四川煮饭自然馋贸易有限公司,94e6557e-3580-45d5-9be6-a30f0e368b41,208,280300140,1,1,6,2803,个,餐具,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,个,6
25kg/件,161276,SL07_SYS,干货,,25千克/件,白家食用淀粉25kg,23,,四川寒容达贸易有限公司,815c9672-83ac-4af2-965d-1b9c5daa02fe,207,240600584,1,1,23,2406,件,干杂,3%增值税,,千克,,da1413ba-0221-4656-bfff-ec7dceaf47cd,25千克/件,25千克/件
8.5*6.8cm(50个/箱),114587,SL07_SYS,干货,,个,吃城都味碟8.5cm*6.8cm,6,,四川寒容达贸易有限公司,a621fdb1-11ec-4c3d-a5a8-50a88e058448,207,280300080,1,1,6,2803,个,餐具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
1.2kg/瓶,115278,SL02_SYS,干货,,瓶,迈谷山楂果蓉1.2kg,11,,四川君乐天达贸易有限公司,91a4f56d-85e8-40ff-bbff-5bded818dad5,206,250300031,1,1,11,2503,瓶,饮品原料,13%增值税,,瓶,,2aa441fa-acb0-4636-9c7a-078884c96df3,瓶,11
16g*50个*6袋/箱,113982,SL07_SYS,冻货,,6袋/箱,味出名冒节子16g*300,4,,四川寒容达贸易有限公司,885621a9-1657-4a47-929e-495db146cb81,207,200200012,1,1,4,2002,箱,猪肉,3%增值税,,袋,,da1413ba-0221-4656-bfff-ec7dceaf47cd,6袋/箱,6袋/箱
