Specification,ErpId,TaxRateCd,StorageModeName,,Unit,Name,BasicUnitCd,,SupplierName,Id,SupplierCd,Cd,ConversionNumerator,ConversionDenominator,TargetUnit,BackgroundClassificationId,ShowUnitName,BackgroundClassificationName,TaxRateName,,BasicUnitName,,SupplierId,SalesUnitName,SalesUnitCd
1,115594,SL07_SYS,干货,,批,鑫瓷一批低耗(郫县万达店直通),20,,四川群蓉达贸易有限公司,347305ba-0ec4-4315-b859-1d47e16d066d,201,290100016,1,1,20,2901,批,直通商品（专用）,3%增值税,,批,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,批,20
300g*50袋/箱,170135,SL02_SYS,干货,,110袋/箱,蜀大侠菌汤膏100g*110(2.0),4,,四川君乐天达贸易有限公司,39512c00-7356-45ab-9be6-7ac1a9d5d543,206,220300533,1,1,4,2203,箱,菌汤膏,13%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,110袋/箱,110袋/箱
常规,115345,SL07_SYS,干货,,张,吃城都迎宾台,18,,四川群蓉达贸易有限公司,42edf65e-00d5-4ba8-b5c8-44677a0337c0,201,260100012,1,1,18,2601,张,定制软装,3%增值税,,张,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,张,18
500g*40袋/箱,166152,SL02_SYS,干货,,40袋/箱,天府酵藏-牛油火锅底料500g*40,4,,四川君乐天达贸易有限公司,3dcca3d9-db65-4189-ab0f-3ae9521daabb,206,210100041,1,1,4,2101,箱,品牌方底料,13%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,40袋/箱,40袋/箱
120*120cm,161087,SL07_SYS,干货,,个,四角雕花方桌2.0（120*120cm）,6,,四川寒容达贸易有限公司,4f65ffab-d803-4a14-9bd5-5649940f7309,207,260100317,1,1,6,2601,个,定制软装,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
10支*10把*10袋/箱,115828,SL02_SYS,冻货,,10袋/箱,佳味香五花肉1000支,4,,四川煮饭自然馋贸易有限公司,48806fd4-b34d-445d-80a8-220ff9fa6d6b,208,201100020,1,1,4,2011,箱,小吃,13%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,10袋/箱,10袋/箱
110*110cm,115468,SL07_SYS,干货,,张,醉码头雕花火锅桌(圆)_5,18,,四川群蓉达贸易有限公司,40f98f54-7da1-406d-87df-911f24381844,201,260100138,1,1,18,2601,张,定制软装,3%增值税,,张,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,张,18
300g*30袋/箱,115123,SL02_SYS,干货,,30袋/箱,左四吹鸡汁粥调味料300g*30,4,,四川君乐天达贸易有限公司,44109c45-9740-48d6-879c-5d5a036a066d,206,221000027,1,1,4,2210,箱,特色料膏,13%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,30袋/箱,30袋/箱
1kg*20袋/箱,115034,SL02_SYS,干货,,20袋/箱,蜀大侠牛油火锅底料1kg*20(太极锅升级版),4,,四川君乐天达贸易有限公司,34c45af7-4e60-42dd-8c56-103f021d7012,206,210100024,1,1,4,2101,箱,品牌方底料,13%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,20袋/箱,20袋/箱
 ,114250,SL07_SYS,干货,,台,打蒜机(统采),13,,四川寒容达贸易有限公司,39b7e5a3-b276-457f-8562-550de9d71411,207,280100082,1,1,13,2701,台,厨房设备,3%增值税,,台,,da1413ba-0221-4656-bfff-ec7dceaf47cd,台,13
根据桌面尺寸,115500,SL07_SYS,干货,,台,大侠-无烟设备(一体机),13,,四川群蓉达贸易有限公司,43232156-8fcc-4247-8825-81dc2cdd0fec,201,270500025,1,1,13,2705,台,工器炉具,3%增值税,,台,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,台,13
25kg/箱,115013,SL02_SYS,干货,,25千克/箱,吃城都鲜鱼火锅红油25kg,23,,四川君乐天达贸易有限公司,3df81884-5a40-48ff-9286-51c30125a2c7,206,210100003,1,1,23,2101,箱,品牌方底料,13%增值税,,千克,,2aa441fa-acb0-4636-9c7a-078884c96df3,25千克/箱,25千克/箱
1,114923,SL07_SYS,干货,,把,塑料撮箕(统采),1,,四川寒容达贸易有限公司,4f6713d8-326a-4633-959d-ee44b87e288c,207,280500028,1,1,1,2805,把,清洁工具,3%增值税,,把,,da1413ba-0221-4656-bfff-ec7dceaf47cd,把,1
M,161530,SL07_SYS,干货,,件,2.0小龙坎刺绣厨师服上衣冬M,21,,四川寒容达贸易有限公司,499835db-6253-4fd0-a601-be3f7c1f4f14,207,280200229,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
240对,161954,SL02_SYS,干货,,对,5号南孚电池,5,,四川煮饭自然馋贸易有限公司,4101322c-f78a-4134-a89d-c308ef8f3d95,208,280400695,1,1,5,2804,对,易耗用品,13%增值税,,对,,5e30996b-ec2a-4410-a317-c64856a48b2e,对,5
XXL,114473,SL07_SYS,干货,,套,蜀大侠女服务员工作服(夏装)(含围裙工作服)XXL,14,,四川寒容达贸易有限公司,44a94da5-750b-4abb-a34b-67583ec27aab,207,280200152,1,1,14,2802,套,服装服饰,3%增值税,,套,,da1413ba-0221-4656-bfff-ec7dceaf47cd,套,14
0.22kg*40袋/箱,115834,SL02_SYS,冻货,,40袋/箱,吃城都夫妻肺片220g*40,4,,四川煮饭自然馋贸易有限公司,36614cce-29f0-40fc-9585-4495e191cba3,208,201100007,1,1,4,2011,箱,小吃,13%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,40袋/箱,40袋/箱
 ,161443,SL07_SYS,干货,,个,醉码头定制帽子,6,,四川寒容达贸易有限公司,39d703d3-d03d-41d6-8bbf-12a0b9b82b43,207,280200254,1,1,6,2802,个,服装服饰,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
120*120cm,115385,SL07_SYS,干货,,张,大侠无烟火锅桌面(方)1200*1200,18,,四川群蓉达贸易有限公司,437fa8da-7e47-4dd3-8350-bcc832b72591,201,260100056,1,1,18,2601,张,定制软装,3%增值税,,张,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,张,18
400套/包（一套含大/小贴纸各1张，红色/绿色各200套）,163536,SL07_SYS,干货,,400套/包,300ml玻璃瓶包装杯贴400套,14,,四川寒容达贸易有限公司,3e061c0a-9460-42da-a0bf-ff222031e22c,207,280401228,1,1,14,2804,包,易耗用品,3%增值税,,套,,da1413ba-0221-4656-bfff-ec7dceaf47cd,400套/包,400套/包
900g*10袋/箱,165276,SL63_SYS,冻货,,10袋/箱,润源凤爪XL号900g*10(深圳),4,,四川煮饭自然馋贸易有限公司,4fa2ed65-9dd7-4066-bfbb-6dd58444469c,208,200300087,1,1,4,2003,箱,禽肉,9%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,10袋/箱,10袋/箱
尺寸：1500*500*2000,161839,SL02_SYS,干货,,组,加厚蓝色三层轻型仓储货架,39,,四川煮饭自然馋贸易有限公司,4a2f5d14-5882-4dd4-a409-01b8f6300312,208,240600820,1,1,39,2701,组,厨房设备,13%增值税,,组,,5e30996b-ec2a-4410-a317-c64856a48b2e,组,39
5kg*4瓶/件,161712,SL02_SYS,干货,,瓶,洗洁精浓缩液5kg,11,,四川煮饭自然馋贸易有限公司,418d93fa-d9dd-4916-b064-0b9208b977d6,208,240600980,1,1,11,2804,NULL,易耗用品,13%增值税,,瓶,,5e30996b-ec2a-4410-a317-c64856a48b2e,瓶,11
L,161414,SL07_SYS,干货,,件,醉码头厨师短袖上衣-L,21,,四川寒容达贸易有限公司,4521d132-8bb2-434e-9909-e8143f695908,207,280200390,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
1.5kg/袋,161948,SL63_SYS,冻货,,袋,净菜麻辣小郡肝1.5kg,4,,四川煮饭自然馋贸易有限公司,36e56b6f-4a90-402b-841e-b2c0bc2a79a8,208,200300689,1,1,4,2003,袋,禽肉,9%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,袋,4
2kg*6袋/件,161321,SL07_SYS,干货,,6袋/件,泡小米辣2kg*6,4,,四川寒容达贸易有限公司,39dbc99a-4a53-42a6-bb09-42be2ba6002f,207,240500490,1,1,4,2405,件,调味品,3%增值税,,袋,,da1413ba-0221-4656-bfff-ec7dceaf47cd,6袋/件,6袋/件
38cm,115506,SL07_SYS,干货,,口,镀金立耳红锅38cm,10,,四川群蓉达贸易有限公司,43be2d4c-355d-4e84-a89e-e2e76d38c855,201,270500032,1,1,10,2705,口,工器炉具,3%增值税,,口,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,口,10
32个/件,149884,SL07_SYS,干货,,个,调味罐,6,,四川寒容达贸易有限公司,3f6f9064-f50c-42b4-8d70-78dbd50d23a0,207,280200434,1,1,6,2801,个,餐厨用具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
9.5kg/箱,114047,SL63_SYS,冻货,,9.5千克/箱,奥德邦马面鱼9.5kg(30g-50g/条),23,,四川煮饭自然馋贸易有限公司,4fe0d816-79ac-4aee-9119-9edb88381ec4,208,200700001,1,1,23,2007,箱,江河湖海,9%增值税,,千克,,5e30996b-ec2a-4410-a317-c64856a48b2e,9.5千克/箱,9.5千克/箱
10.8*11cm(108个/箱）,115962,SL02_SYS,干货,,个,蜀大侠蔬菜盅(密胺),6,,四川煮饭自然馋贸易有限公司,4a90d3d6-9cef-4dc6-a4a9-b87684896fca,208,280300157,1,1,6,2803,个,餐具,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,个,6
M,150071,SL07_SYS,干货,,件,小龙坎收银员夏装M,21,,四川寒容达贸易有限公司,4200f616-c43c-466f-8de0-680b484708b3,207,280200470,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
4.5kg（130条）/箱,115760,SL63_SYS,冻货,,4.5千克/箱,三海马面鱼4.5kg(30g-50g/条),23,,四川煮饭自然馋贸易有限公司,454616a8-15ea-45a5-99f2-31f51c0a5100,208,200700020,1,1,23,2007,箱,江河湖海,9%增值税,,千克,,5e30996b-ec2a-4410-a317-c64856a48b2e,4.5千克/箱,4.5千克/箱
根据无烟尺寸,115497,SL07_SYS,干货,,条,大侠-围框(无烟设备),15,,四川群蓉达贸易有限公司,37216540-4a37-4fb3-8c98-2c937d542065,201,270500022,1,1,15,2705,条,工器炉具,3%增值税,,条,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,条,15
500套/箱,114752,SL07_SYS,干货,,500套/箱,红色铝箔盒1370ml-盒+盖-500套(统采),14,,四川寒容达贸易有限公司,3a0a2c7f-f439-4ab6-bed0-700857eaaddf,207,280400083,1,1,14,2804,箱,易耗用品,3%增值税,,套,,da1413ba-0221-4656-bfff-ec7dceaf47cd,500套/箱,500套/箱
24*40cm(80根*80扎/箱),114673,SL07_SYS,干货,,80根/扎,24#袁记食品袋-80根,28,,四川寒容达贸易有限公司,4438eef4-c400-447e-87af-f89b72f95ac4,207,280400004,1,1,28,2804,扎,易耗用品,3%增值税,,根,,da1413ba-0221-4656-bfff-ec7dceaf47cd,80根/扎,80根/扎
5kg/袋,161387,SL07_SYS,干货,,袋,中粗辣椒面5kg,4,,四川寒容达贸易有限公司,3fc393f7-4ed5-4cd7-b99e-71f8a8ebd8c6,207,240300423,1,1,4,2403,袋,香辛料,3%增值税,,袋,,da1413ba-0221-4656-bfff-ec7dceaf47cd,袋,4
XL,161141,SL07_SYS,干货,,件,藏青色迎宾大衣XL,21,,四川寒容达贸易有限公司,51127541-4cd0-4ca7-8be2-f8f0bc943866,207,280201097,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
100个*10袋/箱,114878,SL07_SYS,干货,,1000袋/箱,左四吹定制无纺袋-1000个,4,,四川寒容达贸易有限公司,4bec4b5c-d5c0-4007-9be1-df65bdac3e9f,207,280400233,1,1,4,2804,箱,易耗用品,3%增值税,,袋,,da1413ba-0221-4656-bfff-ec7dceaf47cd,1000袋/箱,1000袋/箱
300g*34袋/箱,115097,SL02_SYS,干货,,34袋/箱,醉码头番茄汤膏300g*34,4,,四川君乐天达贸易有限公司,42c6a3ea-a0bc-46c1-8b06-b3f770dc06a1,206,220400009,1,1,4,2204,箱,番茄汤膏,13%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,34袋/箱,34袋/箱
20kg/箱,115062,SL02_SYS,干货,,20千克/箱,醉码头牛油火锅底料20kg,23,,四川君乐天达贸易有限公司,45c9d4fb-4c68-428f-9b9e-d54dd455e1cb,206,220100015,1,1,23,2101,箱,品牌方底料,13%增值税,,千克,,2aa441fa-acb0-4636-9c7a-078884c96df3,20千克/箱,20千克/箱
M,149868,SL07_SYS,干货,,件,2.0灰色服务员上衣男M 夏,21,,四川寒容达贸易有限公司,37313a22-fac1-4a30-917b-865e53905402,207,280200335,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
150g/袋,163571,SL63_SYS,冻货,,袋,自然馋大刀腰片（蓝标）（样品）,4,,四川煮饭自然馋贸易有限公司,3ad2e691-f63d-45e4-8c46-a1e7d08787f4,208,200200059,1,1,4,2002,袋,猪肉,9%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,袋,4
外径430x290x250内径365x255x230,161870,SL02_SYS,干货,,套,恒丰5062带盖标示盒43cm*29cm*25cm,14,,四川煮饭自然馋贸易有限公司,448e5794-0e18-47fa-95dc-442ae78a1bfd,208,280100771,1,1,14,2801,套,餐厨用具,13%增值税,,套,,5e30996b-ec2a-4410-a317-c64856a48b2e,套,14
650g*25袋/箱,115094,SL02_SYS,干货,,25袋/箱,混合油冒菜底料650g*25,4,,四川君乐天达贸易有限公司,3fdefc3e-d76b-40f2-9034-23c90aa07da1,206,221000005,1,1,4,2210,箱,特色料膏,13%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,25袋/箱,25袋/箱
均码,114433,SL07_SYS,干货,,条,客用围裙,15,,四川寒容达贸易有限公司,51214218-ff59-47db-af20-fa300e30b092,207,280200108,1,1,15,2802,条,服装服饰,3%增值税,,条,,da1413ba-0221-4656-bfff-ec7dceaf47cd,条,15
S,161529,SL07_SYS,干货,,件,2.0小龙坎刺绣厨师服上衣冬S,21,,四川寒容达贸易有限公司,4c88a835-441e-40ba-8030-f1f90d9462f2,207,280200228,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
1kg*10袋/箱,115160,SL02_SYS,干货,,10袋/箱,左四吹拌菜红油1kg*10,4,,四川君乐天达贸易有限公司,43b22451-1c13-4a8c-90bc-c4ba66fdba4e,206,230200017,1,1,4,2302,箱,拌料,13%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,10袋/箱,10袋/箱
1.2kg*10袋/箱,161023,SL63_SYS,冻货,,10袋/箱,八奇牛嫩牛肉1.2kg*10(上海特供),4,,四川煮饭自然馋贸易有限公司,470ab09a-4ea4-4943-b1b5-37be6295b242,208,200100290,1,1,4,2001,箱,牛肉,9%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,10袋/箱,10袋/箱
1,115453,SL07_SYS,干货,,张,醉码头宝宝椅,18,,四川群蓉达贸易有限公司,373f4539-1933-4fc4-b387-9641db5867dc,201,260100130,1,1,18,2601,张,定制软装,3%增值税,,张,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,张,18
800g*10袋/箱,114037,SL07_SYS,冻货,,10袋/箱,香酥公鱼800g*10,4,,四川寒容达贸易有限公司,3aebf073-53b9-4099-ae07-589accb14aca,207,200700005,1,1,4,2011,箱,小吃,3%增值税,,袋,,da1413ba-0221-4656-bfff-ec7dceaf47cd,10袋/箱,10袋/箱
 100*24cm,161512,SL02_SYS,干货,,个,吧台壁灯100cm*24cm,6,,四川煮饭自然馋贸易有限公司,4598550d-d169-4ceb-be17-8ae4d823ee9f,208,260100261,1,1,6,2601,个,定制软装,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,个,6
150g/袋,165117,SL02_SYS,冻货,,袋,八奇牛嫩牛肉1.2kg*10(样品),4,,四川煮饭自然馋贸易有限公司,4052766c-49de-47c6-a2d4-f301e8928027,208,200200286,1,1,4,2001,袋,牛肉,13%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,袋,4
1kg*16袋/箱,115151,SL02_SYS,干货,,16袋/箱,凉面调料1kg*16,4,,四川君乐天达贸易有限公司,5140953a-40e3-4a00-a665-30ae42fdd2dd,206,230200010,1,1,4,2302,箱,拌料,13%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,16袋/箱,16袋/箱
2.5kg/件,114146,SL02_SYS,干货,,2.5千克/件,吃城都无糖薄荷糖2.5kg(百香果味),23,,四川煮饭自然馋贸易有限公司,4409738f-f9d0-43ad-82d8-fcbdbd515e7d,208,240600002,1,1,23,2406,件,干杂,13%增值税,,千克,,5e30996b-ec2a-4410-a317-c64856a48b2e,2.5千克/件,2.5千克/件
XL,162968,SL07_SYS,干货,,套,2.0灰色刺绣服务员女XL(上衣+裤子+围裙+包包),14,,四川寒容达贸易有限公司,474641eb-a067-45b2-9a0b-02da0611e095,207,280200441,1,1,14,2802,套,服装服饰,3%增值税,,套,,da1413ba-0221-4656-bfff-ec7dceaf47cd,套,14
4.5kg/箱,173113,SL63_SYS,冻货,,4.5千克/箱,龙虾尾4.5kg(约550颗),23,,四川煮饭自然馋贸易有限公司,376c2388-5385-4799-85a1-4e676423a103,208,200700275,1,1,23,2007,箱,江河湖海,9%增值税,,千克,,5e30996b-ec2a-4410-a317-c64856a48b2e,4.5千克/箱,4.5千克/箱
1kg,161311,SL07_SYS,干货,,千克,红苕芡粉1kg,23,,四川寒容达贸易有限公司,3af38385-a042-4ed6-9ae0-17289392fb28,207,200900530,1,1,23,2009,千克,素菜,3%增值税,,千克,,da1413ba-0221-4656-bfff-ec7dceaf47cd,千克,23
54.5*40*33cm,114200,SL07_SYS,干货,,个,5012收纳箱545mm*400mm*330mm(统采),6,,四川寒容达贸易有限公司,45dec5dd-67f8-4bed-8050-558a8ab72527,207,280100024,1,1,6,2801,个,餐厨用具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
630个/件,161999,SL02_SYS,干货,,630个/件,背心式包装袋55cm*80cm,6,,四川煮饭自然馋贸易有限公司,4171c8c1-7739-438b-929d-394adc2b27e4,208,280400653,1,1,6,2804,件,易耗用品,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,630个/件,630个/件
4XL,149965,SL07_SYS,干货,,件,minihoogo黑色卫衣4XL,21,,四川寒容达贸易有限公司,517240b5-ab93-4f81-aedc-73a23ab3aa92,207,280200209,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
2.5kg*4袋/箱,115171,SL02_SYS,干货,,4袋/箱,探川冒菜复合调味粉2.5kg*4,4,,四川君乐天达贸易有限公司,4f8dbbae-c19d-4344-8756-4c0da9b3a30d,206,230300014,1,1,4,2303,箱,调味粉,13%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,4袋/箱,4袋/箱
85*31*75cm（柏椿木+多层实木）,115339,SL07_SYS,干货,,张,柏椿木菜架850*310*750(华商款),18,,四川群蓉达贸易有限公司,441f1fcb-bc16-4fe4-8107-f87105788e3b,201,260100005,1,1,18,2601,张,定制软装,3%增值税,,张,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,张,18
30cm*2.5mm（30捆/箱）,114829,SL07_SYS,干货,,30捆/箱,小郡肝专用竹签,33,,四川寒容达贸易有限公司,47d077cf-1320-4b2a-b6f1-730f8790b8cd,207,280400192,1,1,33,2804,箱,易耗用品,3%增值税,,捆,,da1413ba-0221-4656-bfff-ec7dceaf47cd,30捆/箱,30捆/箱
36cm,115514,SL07_SYS,干货,,口,龙头太极锅36cm(龙头改造款),10,,四川群蓉达贸易有限公司,37b2ebda-e4ab-47da-b71a-581517e63d6c,201,270500041,1,1,10,2705,口,工器炉具,3%增值税,,口,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,口,10
150g*30袋/件,149717,SL02_SYS,冻货,,30袋/件,美好卤肥肠150g*30,4,,四川煮饭自然馋贸易有限公司,3af4f464-1dfc-49bc-8421-9471573695ff,208,200200570,1,1,4,2010,件,腌卤品,13%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,30袋/件,30袋/件
1kg*20袋/箱,115017,SL02_SYS,干货,,20袋/箱,冒大仙冒菜底料,4,,四川君乐天达贸易有限公司,467a1793-48cc-4e51-9780-de13fde94af2,206,210100007,1,1,4,2101,箱,品牌方底料,13%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,20袋/箱,20袋/箱
5L*4桶,161287,SL07_SYS,干货,,4桶/件,古藤花藤椒油5L*4,16,,四川寒容达贸易有限公司,41bacfa5-becc-4488-936a-19728cd257c7,207,240400549,1,1,16,2404,件,米面粮油,3%增值税,,桶,,da1413ba-0221-4656-bfff-ec7dceaf47cd,4桶/件,4桶/件
1000条/箱,114817,SL07_SYS,干货,,1000条/箱,蜀大侠小火锅外卖无纺布袋26cm*30cm-1000条,15,,四川寒容达贸易有限公司,51e541d2-edbc-4f71-84cb-95ffeeb2c17f,207,280400160,1,1,15,2804,箱,易耗用品,3%增值税,,条,,da1413ba-0221-4656-bfff-ec7dceaf47cd,1000条/箱,1000条/箱
7cm,114274,SL07_SYS,干货,,个,漏勺(统采),6,,四川寒容达贸易有限公司,4fb021b0-fb1d-4dfd-9d08-868c40bc8cce,207,280100107,1,1,6,2801,个,餐厨用具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
L,114484,SL07_SYS,干货,,套,侠客风格-厨工三件套-冬装L(黄领+黄袖),14,,四川寒容达贸易有限公司,44216989-65b8-45d3-9f2a-1e6432f7a0ae,207,280200164,1,1,14,2802,套,服装服饰,3%增值税,,套,,da1413ba-0221-4656-bfff-ec7dceaf47cd,套,14
直径25cm,114597,SL07_SYS,干货,,个,飞碟盘,6,,四川寒容达贸易有限公司,47fe9208-1b88-4cf0-b588-830fc7d3f2c1,207,280300098,1,1,6,2803,个,餐具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
200g*24碗/箱,115874,SL02_SYS,冻货,,24碗/箱,巴蜀公社八宝饭200g*24,30,,四川煮饭自然馋贸易有限公司,37e93cb5-fa23-4e3a-8438-a69b76f69076,208,201100063,1,1,30,2011,箱,小吃,13%增值税,,碗,,5e30996b-ec2a-4410-a317-c64856a48b2e,24碗/箱,24碗/箱
300个/件,161223,SL07_SYS,干货,,300个/件,500ml长方形透明盒,6,,四川寒容达贸易有限公司,3ca14332-cf9b-478b-a1dc-4c975be680c4,207,280400932,1,1,6,2804,件,易耗用品,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,300个/件,300个/件
128个/箱,115991,SL02_SYS,干货,,128个/箱,醉码头茶杯-128个,6,,四川煮饭自然馋贸易有限公司,47abe79d-0e0e-4967-82e0-5e8a6cc9f34b,208,280300205,1,1,6,2803,箱,餐具,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,128个/箱,128个/箱
3XL,150037,SL07_SYS,干货,,件,小龙坎厨师服冬3XL,21,,四川寒容达贸易有限公司,425f6327-9764-48c4-a9c8-3a15bd7403c4,207,280200417,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
200g*60袋/箱,115822,SL02_SYS,冻货,,60袋/箱,鱼香肉丝200g*60,4,,四川煮饭自然馋贸易有限公司,51fa9db0-0a51-40cb-ac09-a82d1a11af9b,208,201100011,1,1,4,2011,箱,小吃,13%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,60袋/箱,60袋/箱
 ,114288,SL07_SYS,干货,,张,塑料等位椅(统采),18,,四川寒容达贸易有限公司,4fc78983-0b7e-4453-a50b-76efcfcca8d1,207,280100128,1,1,18,2801,张,餐厨用具,3%增值税,,张,,da1413ba-0221-4656-bfff-ec7dceaf47cd,张,18
20.2*3.5cm(48个/箱),115914,SL02_SYS,干货,,48个/箱,8寸圆盘(8平)-密胺,6,,四川煮饭自然馋贸易有限公司,447a6769-4c28-4d48-9550-db2ad8c3df62,208,280300012,1,1,6,2803,箱,餐具,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,48个/箱,48个/箱
XL,149854,SL07_SYS,干货,,件,2.0灰色服务员上衣男XL 冬,21,,四川寒容达贸易有限公司,48081e19-b2ad-47bc-ab57-95723cd5afd0,207,280200321,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
300套/件,149932,SL02_SYS,干货,,300套/件,1000ML方形打包盒300套,14,,四川煮饭自然馋贸易有限公司,384f8a6f-bb99-45f8-b2bd-f15c9d59b8a3,208,280400602,1,1,14,2804,件,易耗用品,13%增值税,,套,,5e30996b-ec2a-4410-a317-c64856a48b2e,300套/件,300套/件
4XL,162960,SL07_SYS,干货,,套,小龙坎管理西服套装女 冬4XL(上衣+裤子+衬衣),14,,四川寒容达贸易有限公司,3ca5bdab-d6bc-4e23-9680-90dedd9a94c1,207,280200409,1,1,14,2802,套,服装服饰,3%增值税,,套,,da1413ba-0221-4656-bfff-ec7dceaf47cd,套,14
28.0*3.0cm(40个/箱),115930,SL02_SYS,干货,,个,贵妃牛肉餐具-底盘,6,,四川煮饭自然馋贸易有限公司,48e460ad-3b87-4275-8832-1c85e7960775,208,280300103,1,1,6,2803,个,餐具,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,个,6
400g*30袋/箱,114126,SL02_SYS,干货,,30袋/箱,吃城都藤椒钵钵鸡400g*30,4,,四川君乐天达贸易有限公司,426462f9-3e79-4f67-9e49-795cba3e59f4,206,221000001,1,1,4,2210,箱,特色料膏,13%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,30袋/箱,30袋/箱
9kg(喷淋漂洗+恒宽电压),115535,SL07_SYS,干货,,台,海尔半自动洗衣机9kg(统采),13,,四川群蓉达贸易有限公司,52591694-05ab-4c76-a6ad-e043dccd14a9,201,270600002,1,1,13,2706,台,家电设备,3%增值税,,台,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,台,13
10支*10把*8袋/箱,115847,SL63_SYS,冻货,,8袋/箱,自然馋把把串-脆肠(800支),4,,四川煮饭自然馋贸易有限公司,4fe342db-dea3-4a9d-a464-26b89fb0a970,208,201100044,1,1,4,2011,箱,小吃,9%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,8袋/箱,8袋/箱
500g,115739,SL02_SYS,冻货,,袋,爆爆滑虾肉卷500g(样品),4,,四川煮饭自然馋贸易有限公司,44c665e3-b30b-44d6-9650-1cbed2c81810,208,200600046,1,1,4,2006,袋,丸滑,13%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,袋,4
